"region","age","level of education","sex","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"SE31 North-Central Sweden","16-24 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",1317,1580,1635,1640,1980,2398,2352,3270,3652,3951,3816,3653,3467,3329,3539,3746,3815,3952,3865,3804,3676,3703,3791,3811,3973,4453,4692,4758,4661,4593,4470,4170,3621,3636,3478,3390
"SE31 North-Central Sweden","16-24 years","post-secondary education 3 years or more (ISCED97 5A)","men",68,80,105,86,74,170,120,70,79,117,130,158,146,151,126,419,430,480,574,579,557,497,460,531,529,573,532,602,644,615,585,585,479,524,476,496
"SE31 North-Central Sweden","16-24 years","post-secondary education 3 years or more (ISCED97 5A)","women",179,237,233,228,238,275,262,178,231,283,383,491,593,630,576,1073,1050,1039,1203,1231,1123,1045,1031,1083,1082,1122,1176,1339,1430,1443,1317,1308,1188,1149,1062,1064
"SE31 North-Central Sweden","16-24 years","post-graduate education (ISCED97 6)","men",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0
"SE31 North-Central Sweden","16-24 years","post-graduate education (ISCED97 6)","women",0,0,0,0,0,0,1,1,0,4,2,1,0,0,0,2,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
"SE31 North-Central Sweden","16-24 years","no information about level of educational attainment","men",3233,2749,2635,2560,2784,436,1029,1192,1634,1698,1096,1134,1100,1218,1316,1383,1535,1538,1824,1842,1895,2255,2249,2423,2642,2767,2735,2734,2927,2829,2923,3336,3177,3333,3415,2864
"SE31 North-Central Sweden","16-24 years","no information about level of educational attainment","women",2205,1850,1806,1869,2085,324,783,892,1430,1436,893,893,888,1024,1085,1125,1147,1147,1329,1351,1422,1676,1642,1885,2068,2162,1947,1875,2014,1899,2001,2169,2047,2045,1908,1743
"SE31 North-Central Sweden","25-34 years","primary and secondary education less than 9 years (ISCED97 1)","men",2018,1388,864,509,229,650,562,542,484,557,550,516,441,424,397,303,293,295,352,358,388,463,597,681,769,874,999,1122,1230,1442,1602,1809,1807,1734,1585,1438
"SE31 North-Central Sweden","25-34 years","primary and secondary education less than 9 years (ISCED97 1)","women",1243,907,578,463,286,510,442,438,389,591,582,572,511,469,454,391,398,428,486,533,564,607,685,756,818,899,968,1060,1201,1428,1611,1724,1786,1759,1726,1578
"SE31 North-Central Sweden","25-34 years","primary and secondary education 9-10 years (ISCED97 2)","men",13951,13335,12602,11459,10221,11058,10488,9961,9349,8845,8440,8088,8149,7962,7635,5476,5007,4666,4674,4791,4643,4561,4362,4272,4208,4407,4535,4662,4690,4696,4984,5268,5404,5465,5567,5565
"SE31 North-Central Sweden","25-34 years","primary and secondary education 9-10 years (ISCED97 2)","women",11975,11734,11390,11008,9869,9143,8799,7911,7443,7141,7004,6846,6842,6719,6510,4271,3907,3598,3445,3443,3287,3186,3089,3087,3091,3170,3166,3213,3208,3243,3308,3523,3609,3687,3724,3654
"SE31 North-Central Sweden","25-34 years","upper secondary education, 2 years or less (ISCED97 3C)","men",21347,22186,23441,24851,26512,29208,29803,30392,30738,30859,30778,30486,28952,27137,24468,22010,18989,15939,13305,10991,8949,6853,5606,4611,4002,3745,3766,4175,4422,4680,4740,5015,5090,5126,5138,5071
"SE31 North-Central Sweden","25-34 years","upper secondary education, 2 years or less (ISCED97 3C)","women",21154,21449,21993,22467,23946,26319,26241,26269,25861,25422,24867,24130,22924,21583,19562,16054,13781,11470,9575,7970,6618,5334,4416,3689,3067,2861,2919,3096,3294,3461,3500,3687,3848,3898,3904,3841
"SE31 North-Central Sweden","25-34 years","upper secondary education 3 years (ISCED97 3A)","men",5083,4600,4264,4129,4114,5347,5334,5344,5254,5601,5645,5706,6564,7455,8842,11649,13247,14945,16245,17449,18776,19980,20509,21060,21274,21401,21260,21173,21822,22552,23482,24462,25481,25904,26200,26228
"SE31 North-Central Sweden","25-34 years","upper secondary education 3 years (ISCED97 3A)","women",4284,4130,4080,4163,4298,5361,5849,6438,6837,7452,7702,7790,8063,8280,8731,11990,12753,13304,13635,13848,14207,14489,14616,14697,14688,14621,14508,14631,14937,15588,16242,16819,17606,17848,17957,17881
"SE31 North-Central Sweden","25-34 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",4667,4714,4687,4685,4975,5762,5907,6348,6738,7243,7606,7882,7990,7944,7913,6663,6333,6034,5659,5491,5244,5002,4774,4632,4648,4907,5240,5485,5719,6200,6661,7286,7590,7694,7729,7753
"SE31 North-Central Sweden","25-34 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",6662,6626,6388,6290,6422,7146,7209,7445,7592,7919,7841,7945,8030,8223,8303,7288,7044,6815,6503,6121,5721,5409,5228,5042,4986,5295,5574,5699,5963,6340,6785,7211,7465,7624,7778,7653
"SE31 North-Central Sweden","25-34 years","post-secondary education 3 years or more (ISCED97 5A)","men",3068,2935,2788,2638,2838,3106,2957,2753,2674,2871,2868,2818,2839,2898,3006,4415,4670,5130,5676,6178,6517,6639,6659,6614,6568,6576,6398,6276,6453,6690,6721,6823,6785,6905,6945,7037
"SE31 North-Central Sweden","25-34 years","post-secondary education 3 years or more (ISCED97 5A)","women",3052,2968,2822,2786,2852,3130,3015,2890,2862,3220,3335,3535,3763,4136,4691,6636,7327,8209,9021,9967,10912,11327,11598,11786,11924,11832,11903,12034,12324,12596,12727,13021,13231,13667,14111,14539
"SE31 North-Central Sweden","25-34 years","post-graduate education (ISCED97 6)","men",42,43,49,49,51,44,39,40,38,50,49,56,52,67,68,64,74,83,82,99,98,111,93,96,85,85,88,71,75,82,90,85,96,90,84,66
"SE31 North-Central Sweden","25-34 years","post-graduate education (ISCED97 6)","women",33,38,37,34,36,20,18,17,15,28,26,27,26,24,40,41,54,58,70,64,68,74,79,80,81,89,74,57,65,55,60,65,58,60,46,34
"SE31 North-Central Sweden","25-34 years","no information about level of educational attainment","men",4889,4993,5334,5689,6295,846,1283,1458,1905,857,688,702,491,505,417,388,461,487,613,649,725,945,1034,1095,1257,1409,1214,1241,1346,1298,1416,1711,1688,1709,1838,1832
"SE31 North-Central Sweden","25-34 years","no information about level of educational attainment","women",3385,3297,3526,3670,3899,443,806,1003,1498,652,574,569,474,524,471,425,458,453,562,575,631,822,827,934,1060,1058,980,981,1015,1014,1012,1319,1334,1361,1375,1389
"SE31 North-Central Sweden","35-44 years","primary and secondary education less than 9 years (ISCED97 1)","men",18593,16937,15098,13263,11229,8795,6924,5201,3794,2928,2234,1672,1239,962,756,619,560,570,586,563,596,617,655,666,708,762,782,816,921,1045,1213,1372,1512,1597,1637,1677
"SE31 North-Central Sweden","35-44 years","primary and secondary education less than 9 years (ISCED97 1)","women",14222,12696,11144,9469,7489,5546,4228,3004,2218,1843,1488,1176,936,774,691,552,518,539,588,624,680,718,770,856,951,1071,1191,1289,1406,1512,1582,1665,1727,1830,1874,1890
"SE31 North-Central Sweden","35-44 years","primary and secondary education 9-10 years (ISCED97 2)","men",6662,7587,8566,10106,11598,10859,11604,11972,12383,12547,12366,12161,12020,11574,11010,9350,8785,8285,7722,7109,6663,6267,5997,5707,5387,4964,4556,4266,4269,4408,4374,4370,4244,4167,4109,4222
"SE31 North-Central Sweden","35-44 years","primary and secondary education 9-10 years (ISCED97 2)","women",7816,8349,8868,9565,9952,9260,9491,9140,9115,9051,8898,8743,8666,8538,8248,6395,5889,5428,5033,4631,4358,4132,3960,3725,3531,3261,3041,2926,2883,2880,2820,2789,2794,2766,2705,2750
"SE31 North-Central Sweden","35-44 years","upper secondary education, 2 years or less (ISCED97 3C)","men",17282,18114,18945,19234,18877,21363,21860,22286,22615,23239,23796,24290,24875,25488,26591,27905,28398,28875,29139,29039,28927,28686,27463,26032,23759,21377,18781,16035,13605,11572,9701,7708,6580,5668,5100,4900
"SE31 North-Central Sweden","35-44 years","upper secondary education, 2 years or less (ISCED97 3C)","women",22200,22591,22924,23050,22995,24578,24329,24658,24272,23998,23886,23864,24008,23806,24038,23343,22778,22040,21331,20525,19723,18973,17719,16611,15200,13476,11874,10213,8850,7803,6738,5721,5002,4390,3913,3771
"SE31 North-Central Sweden","35-44 years","upper secondary education 3 years (ISCED97 3A)","men",9411,9418,9219,8919,8328,8943,8277,7771,7097,6771,6241,5816,5449,5140,5069,5582,5717,5899,5956,6128,6259,6520,7398,8257,9550,11107,12571,14086,15274,16422,17651,18903,19456,19916,19987,20056
"SE31 North-Central Sweden","35-44 years","upper secondary education 3 years (ISCED97 3A)","women",3171,3521,3815,4008,4250,4819,4947,5084,5072,5172,5127,5040,5006,5028,4979,7224,7917,8810,9434,9830,10243,10540,10954,11118,11338,11621,11939,12154,12273,12392,12628,12868,12943,13003,12910,12750
"SE31 North-Central Sweden","35-44 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",4410,4782,5011,5229,5473,6524,6647,6738,6797,6978,6910,6833,6809,6755,6862,6769,6890,7007,7120,7178,7223,7260,7332,7215,6936,6677,6364,6023,5806,5736,5662,5633,5470,5494,5613,5815
"SE31 North-Central Sweden","35-44 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",5829,6174,6483,6710,7140,8567,8714,9099,9287,9486,9502,9528,9385,9232,9395,8919,9081,9115,9086,8931,8500,8406,8258,8127,7840,7450,7012,6584,6279,6042,5849,5777,5687,5638,5621,5820
"SE31 North-Central Sweden","35-44 years","post-secondary education 3 years or more (ISCED97 5A)","men",5933,5981,5987,5950,5958,6167,5860,5517,5140,5100,4898,4694,4497,4279,4239,4473,4549,4721,4971,5122,5384,5673,6074,6439,6828,7052,7328,7609,7816,8142,8457,8726,8753,8827,8891,9059
"SE31 North-Central Sweden","35-44 years","post-secondary education 3 years or more (ISCED97 5A)","women",5539,5754,5843,5862,5893,5961,5928,5666,5437,5376,5179,5154,5014,5082,5151,5986,6201,6673,7274,7936,8865,9678,10599,11450,12328,13141,13784,14405,14904,15510,16142,16453,16622,16816,16999,17264
"SE31 North-Central Sweden","35-44 years","post-graduate education (ISCED97 6)","men",281,272,253,247,247,175,170,170,158,171,166,164,159,162,182,178,192,213,217,228,254,279,309,319,339,362,362,361,363,358,362,369,369,363,345,347
"SE31 North-Central Sweden","35-44 years","post-graduate education (ISCED97 6)","women",116,116,116,115,108,33,36,35,35,53,57,56,60,66,74,85,98,109,110,121,124,136,154,163,177,181,198,227,233,243,248,252,261,256,251,249
"SE31 North-Central Sweden","35-44 years","no information about level of educational attainment","men",2037,2094,2210,2365,2580,459,657,795,1166,579,548,586,460,477,380,377,372,360,388,381,387,467,494,513,543,543,495,547,624,642,759,924,987,1098,1169,1220
"SE31 North-Central Sweden","35-44 years","no information about level of educational attainment","women",1341,1408,1541,1670,1818,260,412,506,864,394,377,416,389,391,351,326,333,316,338,349,367,423,424,474,510,480,455,504,559,533,574,741,747,799,852,842
"SE31 North-Central Sweden","45-54 years","primary and secondary education less than 9 years (ISCED97 1)","men",23479,22785,22347,22040,21631,21468,21181,20550,19731,18501,17116,15596,13744,12003,10151,7870,6182,4682,3477,2625,2009,1521,1217,997,856,804,786,826,883,945,1011,1060,1101,1150,1177,1165
"SE31 North-Central Sweden","45-54 years","primary and secondary education less than 9 years (ISCED97 1)","women",21542,20624,19912,19414,18512,17251,16583,15069,13959,12897,11757,10448,9125,7772,6327,4807,3644,2675,2023,1555,1267,1034,952,874,852,899,927,983,1065,1174,1277,1359,1420,1499,1568,1592
"SE31 North-Central Sweden","45-54 years","primary and secondary education 9-10 years (ISCED97 2)","men",1855,1947,2073,2296,2586,3034,3422,3879,4408,5166,6074,6847,7670,8656,9666,9560,10111,10518,10847,10950,10808,10649,10461,10008,9403,8927,8421,7945,7399,6860,6449,6160,5901,5603,5300,4942
"SE31 North-Central Sweden","45-54 years","primary and secondary education 9-10 years (ISCED97 2)","women",3756,3875,4029,4279,4415,4609,4982,4976,5351,5800,6218,6573,6934,7621,8155,7347,7400,7466,7350,7170,6933,6691,6417,6120,5738,5463,5129,4761,4448,4131,3917,3753,3637,3484,3311,3096
"SE31 North-Central Sweden","45-54 years","upper secondary education, 2 years or less (ISCED97 3C)","men",8978,9413,9930,10684,11666,12576,13731,14826,15842,16817,17674,18477,19302,19844,20055,21412,21891,22312,22721,23242,23738,24193,24753,25280,26389,27139,27675,28161,28500,28356,28365,28322,27226,25904,23826,21512
"SE31 North-Central Sweden","45-54 years","upper secondary education, 2 years or less (ISCED97 3C)","women",12556,13066,13825,14714,16399,18316,19530,21384,22352,23187,23944,24394,24628,24318,23809,24212,23802,23396,22758,22169,21811,21497,21318,20951,20983,20814,20447,20110,19657,18986,18407,17801,16865,15871,14612,13139
"SE31 North-Central Sweden","45-54 years","upper secondary education 3 years (ISCED97 3A)","men",5070,5347,5726,6208,6832,8047,8588,9098,9601,10037,10290,10323,10242,9978,9366,8756,8166,7735,7204,6775,6427,6118,5870,5768,5830,5869,5941,6042,6070,6219,6323,6536,7375,8241,9485,11024
"SE31 North-Central Sweden","45-54 years","upper secondary education 3 years (ISCED97 3A)","women",1092,1182,1296,1452,1706,2398,2648,3078,3408,3781,4077,4336,4569,4684,4799,5378,5633,5953,6199,6392,6590,6831,7155,7564,7938,8359,8836,9351,9821,10204,10484,10767,11048,11142,11307,11493
"SE31 North-Central Sweden","45-54 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",2544,2614,2788,3010,3275,3970,4245,4602,4910,5282,5654,6014,6334,6622,6748,6955,7054,7164,7203,7153,7077,7006,6933,6876,6966,6992,7098,7248,7380,7483,7613,7745,7837,7772,7585,7365
"SE31 North-Central Sweden","45-54 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",2848,3028,3211,3437,3796,4843,5258,5773,6227,6812,7358,7852,8236,8615,8901,8235,8448,8706,9098,9093,8833,8816,8719,8557,8578,8533,8544,8539,8449,8361,8293,8317,8378,8362,8149,7842
"SE31 North-Central Sweden","45-54 years","post-secondary education 3 years or more (ISCED97 5A)","men",3028,3143,3291,3586,4175,4649,5092,5451,5783,6189,6388,6560,6618,6573,6355,6491,6312,6029,5722,5569,5463,5331,5347,5269,5334,5366,5474,5647,5799,5943,6161,6419,6749,7107,7483,7834
"SE31 North-Central Sweden","45-54 years","post-secondary education 3 years or more (ISCED97 5A)","women",3121,3312,3585,3923,4358,4631,4968,5314,5732,6171,6505,6727,6945,6981,6952,8163,8176,8154,7987,7998,8316,8514,8736,9033,9346,9553,9859,10254,10645,11012,11498,12189,12874,13634,14331,15091
"SE31 North-Central Sweden","45-54 years","post-graduate education (ISCED97 6)","men",271,288,310,301,332,313,307,299,287,314,318,315,308,302,270,282,265,269,278,263,265,269,278,276,289,270,304,334,358,370,391,416,435,475,486,507
"SE31 North-Central Sweden","45-54 years","post-graduate education (ISCED97 6)","women",51,61,64,73,94,53,55,56,60,70,65,66,62,68,78,79,87,84,89,98,112,121,151,157,176,175,187,206,208,228,235,258,272,294,321,339
"SE31 North-Central Sweden","45-54 years","no information about level of educational attainment","men",1088,1108,1172,1234,1367,264,332,403,530,339,328,317,275,286,276,270,299,288,307,319,312,433,388,390,416,436,374,378,408,398,413,481,478,502,539,586
"SE31 North-Central Sweden","45-54 years","no information about level of educational attainment","women",870,836,873,900,957,156,227,248,359,229,233,249,237,248,229,226,236,245,246,249,248,355,257,301,331,331,285,308,334,297,310,406,443,449,501,542
"SE31 North-Central Sweden","55-64 years","primary and secondary education less than 9 years (ISCED97 1)","men",30518,29118,27956,26778,25872,25359,24428,23541,22797,22314,21530,21015,20617,20286,20083,19457,19159,18626,17835,16689,15416,14014,12433,10868,9216,7489,5913,4491,3354,2632,2077,1671,1355,1156,1014,987
"SE31 North-Central Sweden","55-64 years","primary and secondary education less than 9 years (ISCED97 1)","women",32441,30880,29412,28163,26643,25502,24273,22552,21310,20236,19119,18167,17401,16765,16272,15415,14774,13977,12953,11855,10808,9547,8349,7098,5804,4673,3643,2772,2142,1724,1489,1303,1210,1130,1118,1123
"SE31 North-Central Sweden","55-64 years","primary and secondary education 9-10 years (ISCED97 2)","men",1424,1431,1464,1509,1520,1496,1540,1593,1656,1669,1719,1816,1988,2225,2514,2759,3110,3558,4029,4696,5497,6156,6780,7622,8508,9190,9756,10160,10411,10451,10253,10094,9874,9456,8906,8502
"SE31 North-Central Sweden","55-64 years","primary and secondary education 9-10 years (ISCED97 2)","women",3062,3090,3119,3125,3084,3037,3089,3058,3124,3215,3231,3319,3458,3661,3902,4050,4338,4598,4895,5276,5633,5942,6187,6443,6760,7003,7041,7090,6970,6763,6518,6307,6006,5715,5362,5113
"SE31 North-Central Sweden","55-64 years","upper secondary education, 2 years or less (ISCED97 3C)","men",7767,7738,7761,7734,7734,7669,7740,7947,8094,8376,8649,9040,9539,10141,11021,12429,13590,14640,15685,16591,17509,18341,19148,19713,19883,20124,20629,21099,21538,22122,22726,23246,23841,24471,25542,26318
"SE31 North-Central Sweden","55-64 years","upper secondary education, 2 years or less (ISCED97 3C)","women",10374,10457,10616,10764,11169,11701,11966,12799,13264,13792,14145,14740,15435,16293,17449,18957,20181,21211,22286,23121,23852,24249,24483,24425,23834,23204,22711,22321,21756,21294,20983,20700,20523,20175,20211,20120
"SE31 North-Central Sweden","55-64 years","upper secondary education 3 years (ISCED97 3A)","men",4157,4109,4068,4003,4009,4477,4573,4747,4961,5208,5441,5705,6078,6586,7243,7726,8321,8807,9281,9618,9812,9888,9849,9618,9090,8600,8077,7578,7075,6612,6284,6000,5818,5726,5759,5800
"SE31 North-Central Sweden","55-64 years","upper secondary education 3 years (ISCED97 3A)","women",765,720,728,727,739,1008,1064,1118,1198,1353,1467,1578,1750,1983,2253,2484,2734,3103,3440,3810,4182,4536,4906,5158,5417,5704,5972,6184,6377,6505,6677,6876,7234,7676,8017,8460
"SE31 North-Central Sweden","55-64 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",1902,1956,2003,2012,2072,2327,2404,2437,2538,2687,2828,2927,3105,3351,3695,3935,4215,4552,4902,5275,5634,6000,6290,6572,6706,6942,7079,7117,7064,7014,6962,6912,6915,6914,6982,7058
